rounded_cumulative_distance,Height(m),cumulative_distance,geometry,Datetime,latitude,longitude,height,water_frac,coherent_power,classification,missed_detection_rate,geolocation_qual,index_right,nearest_GNSS_height,nearest_GNSS_dist,nearest_index,distance_to_nearest
27.0,56.9424,27.393136562151767,POINT (712011.6953432435 5432919.134335616),2023-12-30 09:35:15.000,,,,,,,,,,,,24,
28.0,56.9871,28.428985706710215,POINT (712010.8500675234 5432919.73307797),2023-12-30 09:35:15.000,,,,,,,,,,,,25,
29.0,56.936,29.45816346661947,POINT (712009.9756642389 5432920.275872367),2023-12-30 09:35:14.000,,,,,,,,,,,,26,
30.0,56.9352,30.45519463420471,POINT (712009.1628590452 5432920.8532967055),2023-12-30 09:35:13.000,-41.22708795356126,-72.47034249939088,55.208214,0.34523225,2820124.0,6.0,0.0017905573,64.0,0.0,56.9352,30.45519463420471,27,31.408248073077715
33.0,56.9765,33.001734758160424,POINT (712006.9521748605 5432922.11515728),2023-12-30 09:35:12.000,,,,,,,,,,,,29,
35.0,57.0134,34.501295285118154,POINT (712005.6297560905 5432922.822090277),2023-12-30 09:35:12.000,,,,,,,,,,,,30,
36.0,57.016,35.56467555620158,POINT (712004.6862478378 5432923.312569409),2023-12-30 09:35:11.000,-41.227436058210984,-72.47066816068593,57.0885,0.588066,3782627.0,3.0,0.001301831,64.0,0.0,57.016,35.56467555620158,31,15.48351156984839
37.0,56.9927,36.618903369411804,POINT (712003.7589048813 5432923.813998689),2023-12-30 09:35:11.000,,,,,,,,,,,,32,
38.0,57.0374,37.67028091027555,POINT (712002.8694030757 5432924.374517441),2023-12-30 09:35:10.000,,,,,,,,,,,,33,
39.0,56.9756,38.73443198693401,POINT (712001.9316179326 5432924.877485173),2023-12-30 09:35:09.000,,,,,,,,,,,,34,
40.0,57.0157,39.78604882408736,POINT (712001.0171449373 5432925.3967511095),2023-12-30 09:35:09.000,,,,,,,,,,,,35,
41.0,57.0232,40.898010528418105,POINT (712000.0213276129 5432925.891530544),2023-12-30 09:35:08.000,,,,,,,,,,,,36,
42.0,57.021,42.00668015047432,POINT (711999.0056342013 5432926.335957393),2023-12-30 09:35:08.000,,,,,,,,,,,,37,
43.0,57.0128,43.12110570667164,POINT (711997.9861439895 5432926.786050748),2023-12-30 09:35:08.000,,,,,,,,,,,,38,
44.0,57.0536,44.270457118271004,POINT (711996.9289244075 5432927.236933685),2023-12-30 09:35:07.000,-41.22686415701465,-72.47046501928128,47.241203,0.020327352,450564.97,2.0,0.0033365856,68.0,0.0,57.0536,44.270457118271004,39,49.420006244184535
45.0,57.0431,45.38582347673724,POINT (711995.8914752257 5432927.646496023),2023-12-30 09:35:07.000,,,,,,,,,,,,40,
46.0,57.0758,46.44991873462844,POINT (711994.914503012 5432928.068187867),2023-12-30 09:35:06.000,,,,,,,,,,,,41,
47.0,57.0525,47.457468158899836,POINT (711994.0109403409 5432928.513979682),2023-12-30 09:35:06.000,-41.22759575403551,-72.47091327530893,60.52495,-0.017780524,185144.16,1.0,0.0011842321,68.0,0.0,57.0525,47.457468158899836,42,40.07830882974071
48.0,57.0978,48.482997999062015,POINT (711993.0987193463 5432928.982556581),2023-12-30 09:35:05.000,,,,,,,,,,,,43,
50.0,57.0837,49.522795173337414,POINT (711992.1480668527 5432929.403790482),2023-12-30 09:35:04.000,-41.22741066600874,-72.47081338024492,56.94082,0.50367486,4443879.0,3.0,0.0012052181,64.0,0.0,57.0837,49.522795173337414,44,17.88313906206098
51.0,57.080349999999996,50.9900831182366,POINT (711990.835819504 5432930.059956396),2023-12-30 09:35:03.500,-41.22704068607327,-72.47061252119835,56.541695,0.48901123,3372356.5,3.0,0.001286747,64.0,0.0,57.080349999999996,50.9900831182366,45,26.50267101603967
52.0,57.0946,52.34538809186424,POINT (711989.6046210954 5432930.626408084),2023-12-30 09:35:03.000,-41.227220508755295,-72.47074244278633,56.183,0.68164337,4454512.0,4.0,0.0012543001,64.0,0.0,57.0946,52.34538809186424,46,3.842981726456538
53.0,57.1227,53.21635465095518,POINT (711988.8068504054 5432930.975900106),2023-12-30 09:35:03.000,-41.22684406526885,-72.47057877508712,56.30499,0.1610368,1290915.6,3.0,0.0014020036,65.0,0.0,57.1227,53.21635465095518,47,47.773551381185605
55.0,57.1114,55.01403112597726,POINT (711987.1070318666 5432931.559080329),2023-12-30 09:35:02.000,-41.22702337681471,-72.47071269368746,48.407597,-0.0030021956,285051.2,2.0,0.0027439843,68.0,0.0,57.1114,55.01403112597726,49,25.38415018578787
56.0,57.114,55.901374837364365,POINT (711986.2568465907 5432931.813174522),2023-12-30 09:35:01.000,,,,,,,,,,,,50,
57.0,57.1236,56.796332409643576,POINT (711985.3995150062 5432932.069946036),2023-12-30 09:35:00.000,,,,,,,,,,,,51,
58.0,57.1481,57.6564740238828,POINT (711984.5712957417 5432932.302102118),2023-12-30 09:35:00.000,-41.22739959320503,-72.4708766618732,57.300484,0.08866112,1095681.8,3.0,0.0011579109,64.0,0.0,57.1481,57.6564740238828,52,18.527529457835456
59.0,57.134100000000004,58.932284081239786,POINT (711983.3315514014 5432932.603033807),2023-12-30 09:34:59.000,,,,,,,,,,,,53,
60.0,57.2565,60.015130604321406,POINT (711982.3070277667 5432932.948322491),2023-12-30 09:34:59.000,,,,,,,,,,,,54,
61.0,57.1458,60.90482740140412,POINT (711981.4595345092 5432933.218851746),2023-12-30 09:34:58.000,,,,,,,,,,,,55,
62.0,57.083299999999994,61.93985754272999,POINT (711980.4888111248 5432933.571062513),2023-12-30 09:34:56.500,-41.227200408786096,-72.47085723631017,56.97521,2.2205067,20132876.0,3.0,0.0011201672,64.0,0.0,57.083299999999994,61.93985754272999,56,3.257847164411001
63.0,57.15943333333333,62.89156795609403,POINT (711979.5842512706 5432933.830545731),2023-12-30 09:34:55.000,,,,,,,,,,,,57,
64.0,57.18396666666666,63.98292927846254,POINT (711978.5193301957 5432934.0249368325),2023-12-30 09:34:54.000,,,,,,,,,,,,58,
66.0,57.1591,65.84533491896981,POINT (711977.2241799203 5432934.928261271),2023-12-30 09:34:49.500,,,,,,,,,,,,60,
67.0,57.184400000000004,66.82564164415795,POINT (711977.0757978731 5432935.887101081),2023-12-30 09:34:48.000,,,,,,,,,,,,61,
68.0,57.1643,67.80351676349926,POINT (711976.6435687379 5432936.753679069),2023-12-30 09:34:46.000,,,,,,,,,,,,62,
69.0,57.189350000000005,68.76105818750369,POINT (711976.072736162 5432937.522069467),2023-12-30 09:34:45.000,,,,,,,,,,,,63,
70.0,57.18275,69.86815641341839,POINT (711975.2917909066 5432938.29750214),2023-12-30 09:34:44.500,-41.227187545295166,-72.47093073189842,57.27174,0.08037473,1016355.56,3.0,0.0011134899,64.0,0.0,57.18275,69.86815641341839,64,0.4854158935087509
71.0,57.20683333333333,70.98414292220234,POINT (711974.5023544399 5432939.0761142885),2023-12-30 09:34:43.000,-41.226835011349834,-72.4706304877559,56.736237,0.23885788,1650226.8,3.0,0.0012780533,64.0,0.0,57.20683333333333,70.98414292220234,65,46.50390100551367
72.0,57.1885,71.98138803408233,POINT (711973.6699132366 5432939.620923557),2023-12-30 09:34:41.500,,,,,,,,,,,,66,
74.0,57.264575,74.03655201335349,POINT (711972.0172020325 5432940.829798337),2023-12-30 09:34:39.000,,,,,,,,,,,,68,
75.0,57.268575,75.13434244508893,POINT (711971.1564706408 5432941.496199174),2023-12-30 09:34:36.500,,,,,,,,,,,,69,
76.0,57.283225,76.05123520494568,POINT (711970.3267930744 5432941.862437309),2023-12-30 09:34:35.000,,,,,,,,,,,,70,
77.0,57.24356666666667,77.10654820183802,POINT (711969.4471210161 5432942.41988746),2023-12-30 09:34:33.000,,,,,,,,,,,,71,
78.0,57.2138,78.07619168344112,POINT (711968.6877694522 5432943.011184576),2023-12-30 09:34:32.000,,,,,,,,,,,,72,
79.0,57.224999999999994,78.89680124993214,POINT (711968.0673191668 5432943.5481246505),2023-12-30 09:34:31.500,,,,,,,,,,,,73,
80.0,57.24575,80.05568066755546,POINT (711967.2467652413 5432944.363910802),2023-12-30 09:34:30.500,,,,,,,,,,,,74,
81.0,57.2722,81.0846862775127,POINT (711966.547347412 5432945.118140222),2023-12-30 09:34:29.000,-41.22715996101154,-72.47108746828258,67.57231,0.043585744,583194.75,2.0,0.0020327382,68.0,0.0,57.2722,81.0846862775127,75,5.230706958201943
82.0,57.2732,81.7797224748971,POINT (711966.0720270346 5432945.62523573),2023-12-30 09:34:29.000,,,,,,,,,,,,76,
83.0,57.24665,82.8949826919052,POINT (711965.2889407901 5432946.419249901),2023-12-30 09:34:28.000,,,,,,,,,,,,77,
85.0,57.30075,85.07179403750432,POINT (711963.9026039531 5432948.088934801),2023-12-30 09:34:27.000,,,,,,,,,,,,79,
86.0,57.2798,86.11709446347973,POINT (711963.2990919088 5432948.939610646),2023-12-30 09:34:26.000,,,,,,,,,,,,80,
87.0,57.2736,86.80634980460444,POINT (711962.9253759896 5432949.518755997),2023-12-30 09:34:26.000,,,,,,,,,,,,81,
88.0,57.3377,87.86941857439845,POINT (711962.4045503729 5432950.44403887),2023-12-30 09:34:24.500,-41.226986881692525,-72.470920271451,55.38818,0.5290486,4482396.5,4.0,0.0011733081,64.0,0.0,57.3377,87.86941857439845,82,17.885332978867154
89.0,57.2642,88.960999326708,POINT (711961.8135937575 5432951.361794187),2023-12-30 09:34:24.000,-41.22698595544242,-72.47092544456154,56.107563,0.8800523,7611585.5,4.0,0.0011392008,64.0,0.0,57.2642,88.960999326708,83,17.588964568570862
91.0,57.3052,91.12427486256269,POINT (711960.4419098553 5432953.018550522),2023-12-30 09:34:23.000,,,,,,,,,,,,85,
93.0,57.308,92.7265157558942,POINT (711959.1512936323 5432953.953738484),2023-12-30 09:34:22.000,,,,,,,,,,,,87,
94.0,57.29475,94.0094423930963,POINT (711958.0123723242 5432954.544198654),2023-12-30 09:34:20.500,,,,,,,,,,,,88,
95.0,57.3295,95.26579052136292,POINT (711956.9072135126 5432955.141701429),2023-12-30 09:34:20.000,,,,,,,,,,,,89,
96.0,57.3717,96.0492879483838,POINT (711956.238383807 5432955.5497884825),2023-12-30 09:34:19.000,,,,,,,,,,,,90,
97.0,57.4038,96.7882312427804,POINT (711955.6241647489 5432955.960607349),2023-12-30 09:34:19.000,-41.22695224379169,-72.47111781934177,57.922886,1.619946,17654256.0,3.0,0.0011490606,64.0,0.0,57.4038,96.7882312427804,91,10.180886932572845
98.0,57.3375,97.89399460349831,POINT (711954.6818729711 5432956.537163865),2023-12-30 09:34:18.000,,,,,,,,,,,,92,
99.0,57.3391,98.99956048644246,POINT (711953.7982903081 5432957.201217975),2023-12-30 09:34:18.000,-41.22712488377772,-72.4712889187764,58.061172,0.39559695,3813536.2,3.0,0.0011954037,64.0,0.0,57.3391,98.99956048644246,93,13.722175442141223
100.0,57.30315,100.09961155149453,POINT (711952.9168384022 5432957.858419123),2023-12-30 09:34:17.000,,,,,,,,,,,,94,
101.0,57.3187,101.12244827582548,POINT (711952.1508597692 5432958.5357183255),2023-12-30 09:34:16.000,,,,,,,,,,,,95,
102.0,57.3268,102.0505268082006,POINT (711951.4418951406 5432959.134189688),2023-12-30 09:34:15.000,,,,,,,,,,,,96,
104.0,57.318599999999996,103.82038280707101,POINT (711950.0352408896 5432960.206100089),2023-12-30 09:34:14.000,,,,,,,,,,,,98,
105.0,57.30805,104.95162497581649,POINT (711949.1295695788 5432960.883915074),2023-12-30 09:34:13.500,,,,,,,,,,,,99,
106.0,57.3496,106.09016375085928,POINT (711948.2373333495 5432961.59097153),2023-12-30 09:34:13.000,,,,,,,,,,,,100,
107.0,57.365,106.83457728137897,POINT (711947.6612320435 5432962.062414835),2023-12-30 09:34:12.000,-41.22675956511381,-72.4710626061742,50.305134,0.04327165,637099.7,2.0,0.0018354452,68.0,0.0,57.365,106.83457728137897,101,30.17816760970533
108.0,57.372699999999995,107.96486909614477,POINT (711946.7609249053 5432962.74439479),2023-12-30 09:34:11.500,-41.226930459316186,-72.47124235244303,57.903927,0.5990198,6143229.0,3.0,0.0011959849,64.0,0.0,57.372699999999995,107.96486909614477,102,5.972032759126475
109.0,57.3017,109.08843678338577,POINT (711945.8643964129 5432963.420091196),2023-12-30 09:34:10.000,,,,,,,,,,,,103,
110.0,57.3331,109.84598478967008,POINT (711945.2637740108 5432963.881753098),2023-12-30 09:34:10.000,,,,,,,,,,,,104,
111.0,57.3288,110.97435911619468,POINT (711944.37231947 5432964.571654908),2023-12-30 09:34:09.000,-41.22674750384545,-72.47113210251507,46.11827,0.04548795,654294.5,2.0,0.00266225,68.0,0.0,57.3288,110.97435911619468,105,27.89502400113949
112.0,57.3097,112.11149820063414,POINT (711943.445219777 5432965.229874718),2023-12-30 09:34:09.000,,,,,,,,,,,,106,
113.0,57.341499999999996,112.89277866659974,POINT (711942.8191280351 5432965.697216453),2023-12-30 09:34:08.000,-41.22674523001401,-72.47114340786851,58.070644,0.40975338,4285760.5,3.0,0.0013131256,64.0,0.0,57.341499999999996,112.89277866659974,107,27.56804880005152
114.0,57.3089,113.7192317909527,POINT (711942.1334369993 5432966.158575933),2023-12-30 09:34:08.000,,,,,,,,,,,,108,
115.0,57.3215,115.04708482399448,POINT (711941.0600840424 5432966.940199878),2023-12-30 09:34:06.500,-41.226562751518635,-72.47102954420086,50.815723,-0.011083064,229867.22,2.0,0.0016204925,68.0,0.0,57.3215,115.04708482399448,109,49.72607160391708
116.0,57.3641,116.38300987525645,POINT (711939.9655142195 5432967.705464158),2023-12-30 09:34:06.000,-41.22726386680524,-72.4716522861358,65.27495,-0.0025129241,289692.06,1.0,0.0020645086,68.0,0.0,57.3641,116.38300987525645,110,44.03633670061135
117.0,57.3338,117.27847154243968,POINT (711939.2226893455 5432968.205526958),2023-12-30 09:34:05.000,,,,,,,,,,,,111,
118.0,57.3716,118.17018743897948,POINT (711938.4830703086 5432968.703644334),2023-12-30 09:34:05.000,,,,,,,,,,,,112,
119.0,57.3792,119.0666342571623,POINT (711937.7378629544 5432969.201924273),2023-12-30 09:34:05.000,-41.22725745798396,-72.4716875531551,82.33954,-0.017665533,198896.77,1.0,0.0115781175,68.0,0.0,57.3792,119.0666342571623,113,45.013625233240184
120.0,57.3991,119.95154748168731,POINT (711937.016612418 5432969.7146318685),2023-12-30 09:34:04.000,,,,,,,,,,,,114,
121.0,57.4013,120.84288313559139,POINT (711936.2684396724 5432970.199107658),2023-12-30 09:34:04.000,,,,,,,,,,,,115,
122.0,57.4403,121.71806876643791,POINT (711935.5420468522 5432970.687270909),2023-12-30 09:34:03.000,,,,,,,,,,,,116,
123.0,57.3962,122.61060600967944,POINT (711934.7868611792 5432971.162999119),2023-12-30 09:34:03.000,,,,,,,,,,,,117,
124.0,57.418850000000006,123.94505497874678,POINT (711933.6654342148 5432971.886292767),2023-12-30 09:34:01.500,-41.227072498130916,-72.4715885758788,56.959457,1.2291228,10674486.0,3.0,0.0012123967,64.0,0.0,57.418850000000006,123.94505497874678,118,23.16180925039335
125.0,57.4107,125.28196687082078,POINT (711932.5353554492 5432972.600577855),2023-12-30 09:34:01.000,,,,,,,,,,,,119,
126.0,57.4081,126.1763789983365,POINT (711931.778566418 5432973.077278406),2023-12-30 09:34:00.000,,,,,,,,,,,,120,
128.0,57.4368,128.01085422640855,POINT (711930.2182410851 5432974.041917287),2023-12-30 09:34:00.000,-41.22652808404841,-72.47122722610249,55.604115,0.057887297,834125.94,2.0,0.0012120608,68.0,0.0,57.4368,128.01085422640855,122,44.3457393427806
129.0,57.4368,128.9206827432832,POINT (711929.4393581118 5432974.5121611),2023-12-30 09:33:59.000,-41.226524946888354,-72.47124528572078,54.741028,0.07490753,906918.0,2.0,0.0012276063,68.0,0.0,57.4368,128.9206827432832,123,43.91003426396054
130.0,57.4384,129.85210645771224,POINT (711928.6230217032 5432974.960653022),2023-12-30 09:33:59.000,,,,,,,,,,,,124,
131.0,57.434,130.7728336749216,POINT (711927.8254298165 5432975.420637577),2023-12-30 09:33:58.000,-41.22670053869762,-72.47139897225145,57.24149,1.1973479,9641501.0,3.0,0.0013296872,64.0,0.0,57.434,130.7728336749216,125,20.64616271421362
132.0,57.4479,131.69585070642958,POINT (711927.024542135 5432975.879483261),2023-12-30 09:33:57.000,,,,,,,,,,,,126,
133.0,57.4432,132.63322704671606,POINT (711926.1977539157 5432976.321179586),2023-12-30 09:33:57.000,,,,,,,,,,,,127,
134.0,57.4519,133.5663999173294,POINT (711925.3807903933 5432976.772158754),2023-12-30 09:33:56.000,-41.22650996510826,-72.47133054938342,57.21936,0.2649196,2686593.0,3.0,0.0012911997,64.0,0.0,57.4519,133.5663999173294,128,42.11555302196973
135.0,57.457,134.97038588282663,POINT (711924.1392370793 5432977.42764331),2023-12-30 09:33:56.000,-41.22705342741999,-72.4716951522741,87.10731,-0.006179991,275199.38,1.0,0.010603489,68.0,0.0,57.457,134.97038588282663,129,25.552358426628963
136.0,57.436,136.3287782060598,POINT (711922.9523482843 5432978.087710273),2023-12-30 09:33:55.000,,,,,,,,,,,,130,
137.0,57.4698,137.24322192322262,POINT (711922.1629590719 5432978.549307482),2023-12-30 09:33:55.000,,,,,,,,,,,,131,
138.0,57.4142,138.14636267967967,POINT (711921.3750819464 5432978.990796849),2023-12-30 09:33:54.000,,,,,,,,,,,,132,
139.0,57.4546,139.01202989891547,POINT (711920.6381444812 5432979.445002647),2023-12-30 09:33:53.000,-41.22686394690062,-72.47162270156537,57.05478,0.80290806,6193912.5,4.0,0.0012487707,64.0,0.0,57.4546,139.01202989891547,133,4.133518281057783
140.0,57.4875,139.85436227172505,POINT (711919.9162329726 5432979.879016011),2023-12-30 09:33:53.000,,,,,,,,,,,,134,
141.0,57.4641,140.72153722025953,POINT (711919.1940287969 5432980.359030094),2023-12-30 09:33:52.000,,,,,,,,,,,,135,
142.0,57.4251,142.0412070567747,POINT (711918.0966361242 5432981.091499243),2023-12-30 09:33:51.500,,,,,,,,,,,,136,
143.0,57.4487,143.40044279831494,POINT (711916.9850788164 5432981.873768118),2023-12-30 09:33:51.000,,,,,,,,,,,,137,
144.0,57.4411,144.30495522672223,POINT (711916.249300634 5432982.399860505),2023-12-30 09:33:51.000,,,,,,,,,,,,138,
145.0,57.4702,145.22451575853478,POINT (711915.5254357842 5432982.9669683),2023-12-30 09:33:50.000,-41.226675148870676,-72.47154409868517,57.09561,0.71780545,5891649.5,3.0,0.001363872,64.0,0.0,57.4702,145.22451575853478,139,17.120457628256414
146.0,57.4218,146.16199777142228,POINT (711914.7789671094 5432983.534116466),2023-12-30 09:33:50.000,,,,,,,,,,,,140,
147.0,57.4348,147.09828139097385,POINT (711914.0312264066 5432984.097597484),2023-12-30 09:33:49.000,-41.226496343304234,-72.47140834880463,57.48971,0.19640423,2156928.2,3.0,0.0013309622,64.0,0.0,57.4348,147.09828139097385,141,39.90194370119661
148.0,57.4672,148.1094306295407,POINT (711913.2135539567 5432984.692437418),2023-12-30 09:33:48.000,-41.226491197138756,-72.4714390476812,47.531834,0.0031952236,337334.25,1.0,0.001752667,68.0,0.0,57.4672,148.1094306295407,142,38.92687633451264
149.0,57.4174,149.14176541740588,POINT (711912.3539591513 5432985.26411205),2023-12-30 09:33:48.000,,,,,,,,,,,,143,
150.0,57.440599999999996,150.19853744826003,POINT (711911.4876496856 5432985.869318655),2023-12-30 09:33:47.000,,,,,,,,,,,,144,
151.0,57.4535,151.288568912944,POINT (711910.5776099665 5432986.4693155745),2023-12-30 09:33:47.000,,,,,,,,,,,,145,
152.0,57.4813,152.37422542307195,POINT (711909.6695220891 5432987.064316805),2023-12-30 09:33:47.000,,,,,,,,,,,,146,
154.0,57.4367,154.48756587454497,POINT (711907.9201000562 5432988.249906985),2023-12-30 09:33:46.000,-41.22647499452805,-72.47153367801621,30.416418,-0.02258514,183877.03,1.0,0.0025957085,69.0,0.0,57.4367,154.48756587454497,148,36.2196467454567
156.0,57.4426,155.5977977555957,POINT (711906.9877696459 5432988.852712788),2023-12-30 09:33:45.000,-41.226649828993764,-72.47168882686088,56.952385,0.63511956,4959226.5,3.0,0.0014173669,64.0,0.0,57.4426,155.5977977555957,149,12.868402475890369
157.0,57.4201,156.67580888345742,POINT (711906.0829135709 5432989.43866797),2023-12-30 09:33:44.000,,,,,,,,,,,,150,
158.0,57.4178,157.71762865559563,POINT (711905.2218857053 5432990.025199684),2023-12-30 09:33:44.000,,,,,,,,,,,,151,
159.0,57.4344,158.76971204804244,POINT (711904.3460719181 5432990.608148803),2023-12-30 09:33:43.000,,,,,,,,,,,,152,
160.0,57.4416,159.860046203733,POINT (711903.4309259478 5432991.20088519),2023-12-30 09:33:43.000,,,,,,,,,,,,153,
161.0,57.4393,160.91069111324052,POINT (711902.5411218555 5432991.759547344),2023-12-30 09:33:42.000,,,,,,,,,,,,154,
163.0,57.4303,162.99882677646573,POINT (711900.8489256243 5432992.981745888),2023-12-30 09:33:42.000,,,,,,,,,,,,156,
164.0,57.4353,164.09468537344193,POINT (711899.9525879953 5432993.6122099385),2023-12-30 09:33:41.000,,,,,,,,,,,,157,
165.0,57.4295,165.17438548851706,POINT (711899.0787288037 5432994.246341196),2023-12-30 09:33:41.000,-41.22645605971401,-72.47164132553195,36.51348,0.027124751,459961.6,1.0,0.0038458898,68.0,0.0,57.4295,165.17438548851706,158,33.1520591867273
166.0,57.4195,166.171517119344,POINT (711898.2785352255 5432994.841288023),2023-12-30 09:33:40.000,,,,,,,,,,,,159,
168.0,57.4407,168.1244474608586,POINT (711896.6777045268 5432995.95989084),2023-12-30 09:33:39.000,,,,,,,,,,,,161,
169.0,57.4663,169.0914209999416,POINT (711895.8764147382 5432996.501160181),2023-12-30 09:33:38.000,,,,,,,,,,,,162,
170.0,57.4957,170.0074706654496,POINT (711895.1186291792 5432997.015852357),2023-12-30 09:33:38.000,-41.22661917066314,-72.4718639487204,57.37294,0.5581023,3413932.0,3.0,0.0015720621,64.0,0.0,57.4957,170.0074706654496,163,7.75848936701235
171.0,57.4629,170.8950639116024,POINT (711894.3707282002 5432997.49383342),2023-12-30 09:33:38.000,-41.226795042912464,-72.47201665165682,56.874313,0.842998,5011609.0,3.0,0.0014510243,64.0,0.0,57.4629,170.8950639116024,164,15.580638752415672
172.0,57.5016,171.78005114750778,POINT (711893.6572459729 5432998.0174224945),2023-12-30 09:33:37.000,,,,,,,,,,,,165,
173.0,57.4281,172.68646481271654,POINT (711892.8967363276 5432998.510586577),2023-12-30 09:33:37.000,,,,,,,,,,,,166,
174.0,57.4709,173.59576060897214,POINT (711892.167511256 5432999.0537712965),2023-12-30 09:33:36.000,,,,,,,,,,,,167,
175.0,57.4995,174.57935951160982,POINT (711891.3217363332 5432999.555898353),2023-12-30 09:33:36.000,,,,,,,,,,,,168,
176.0,57.524,175.59275777049737,POINT (711890.4618046442 5433000.092082577),2023-12-30 09:33:35.000,,,,,,,,,,,,169,
177.0,57.4325,176.6243220161827,POINT (711889.5644908095 5433000.600956505),2023-12-30 09:33:34.000,,,,,,,,,,,,170,
178.0,57.4306,177.68951640601009,POINT (711888.6270021462 5433001.106677866),2023-12-30 09:33:34.000,-41.22695867098417,-72.47223952319678,56.693707,0.0827074,784263.94,2.0,0.0015472629,68.0,0.0,57.4306,177.68951640601009,171,40.72709596496456
179.0,57.5147,178.74051269679524,POINT (711887.7474687517 5433001.682016211),2023-12-30 09:33:33.000,,,,,,,,,,,,172,
180.0,57.4184,179.8075827392717,POINT (711886.8189544714 5433002.207848605),2023-12-30 09:33:33.000,,,,,,,,,,,,173,
181.0,57.4912,180.9180968899476,POINT (711885.8868803696 5433002.81157002),2023-12-30 09:33:33.000,,,,,,,,,,,,174,
182.0,57.4364,182.0549590138781,POINT (711884.9125707552 5433003.397382502),2023-12-30 09:33:32.000,-41.22677169674661,-72.47215340597705,34.99065,-0.023887176,144891.45,1.0,0.003990313,68.0,0.0,57.4364,182.0549590138781,175,19.129028741913505
