rounded_cumulative_distance,Height(m),cumulative_distance,geometry,Datetime,latitude,longitude,height,water_frac,coherent_power,classification,missed_detection_rate,geolocation_qual,index_right,nearest_GNSS_height,nearest_GNSS_dist,nearest_index,distance_to_nearest,height_detrended
12241.0,29.7924,12241.472375105985,POINT (717925.8833548436 5421639.45436726),2024-01-10 21:00:17.000,-41.32709514437723,-72.3957726390737,29.73622,1.0072588,37445304.0,3.0,4.2713702e-05,0.0,0.0,29.7924,12241.472375105985,11528,26.126625262480434,21.716855273524526
12191.0,29.7403,12191.265562817538,POINT (717963.0461543639 5421605.739759997),2024-01-10 21:00:36.000,-41.32741955588292,-72.39532891328815,29.532143,0.49074584,30815682.0,3.0,3.618616e-05,1.0,0.0,29.7403,12191.265562817538,11491,22.8521913217726,21.545668658533565
12156.0,29.7343,12156.237923990127,POINT (717988.2396469621 5421581.410217717),2024-01-10 21:00:49.000,-41.3278083377486,-72.39523703935146,29.653011,1.9702605,152145740.0,4.0,3.6434154e-05,1.0,0.0,29.7343,12156.237923990127,11464,3.931334094679921,21.689483196552594
12129.0,29.7426,12129.406886033645,POINT (718006.9168568968 5421562.154392538),2024-01-10 21:01:00.000,-41.32796415500892,-72.39498019340834,28.469278,0.057000246,2922496.2,6.0,3.1521162e-05,1.0,0.0,29.7426,12129.406886033645,11443,1.477394662087152,20.52332715729471
12064.0,29.7307,12063.703466093682,POINT (718050.2898963593 5421512.866605361),2024-01-10 21:01:26.000,-41.32851334194381,-72.39465666682406,29.624695,1.6386856,113873130.0,4.0,4.3694206e-05,0.0,0.0,29.7307,12063.703466093682,11390,23.290319644814723,21.721786339814095
11941.0,29.6279,11941.075554190162,POINT (718102.531526718 5421402.840285668),2024-01-10 21:02:23.000,-41.32939046633916,-72.39390891067973,30.554567,0.062049977,3133279.2,6.0,5.7334328e-05,1.0,0.0,29.6279,11941.075554190162,11276,11.723619556615589,22.731991646222582
11939.0,29.6254,11938.984149385267,POINT (718103.0389993006 5421400.811398089),2024-01-10 21:02:24.000,-41.32930869034236,-72.39346199268402,29.599352,1.9875145,117166750.0,4.0,5.438321e-05,1.0,0.0,29.6254,11938.984149385267,11274,26.763422468869983,21.77814672143962
11564.0,29.3858,11564.35171979598,POINT (718018.6804124356 5421052.878766372),2024-01-10 21:05:40.000,-41.33240921687985,-72.39485182366968,30.940874,0.25288677,4009825.2,6.0,0.00017593554,0.0,0.0,29.3858,11564.35171979598,10912,21.63458493876538,23.36508969688957
11328.0,29.2785,11328.191644833289,POINT (717846.0291969291 5420892.505194774),2024-01-10 21:07:21.000,-41.33396047191804,-72.39676992712248,30.16426,0.10487854,1899436.9,6.0,0.00018838678,0.0,0.0,29.2785,11328.191644833289,10710,11.80110298759906,22.74318370234232
11274.0,29.1411,11273.82967292416,POINT (717821.3342937513 5420844.2849389715),2024-01-10 21:07:47.000,-41.33442665059674,-72.3970505660958,29.179703,0.8731422,22482730.0,4.0,0.00016228955,0.0,0.0,29.1411,11273.82967292416,10658,10.685010926431648,21.794239124331384
