latitude_decimal_degree,longitude_decimal_degree,ellipsoidal_height_m,decimal_hour,day_of_year,year,rcvr_clk_ns
-41.24880042777779,-72.44060466111111,41.4506,17.92389,10,2024,-210428.610
-41.248808433333345,-72.44060180555556,41.465,17.92403,10,2024,-210428.679
-41.2488167638889,-72.4405989388889,41.4484,17.92417,10,2024,-210428.811
-41.248824919444445,-72.44059590277779,41.4518,17.92431,10,2024,-210428.892
-41.248833105555555,-72.44059277222225,41.4564,17.92444,10,2024,-210428.970
-41.2488411,-72.44058951666668,41.4609,17.92458,10,2024,-210429.085
-41.24884911666667,-72.44058608611111,41.4733,17.92472,10,2024,-210429.140
-41.248857155555555,-72.440582675,41.478,17.92486,10,2024,-210429.173
-41.24886508888889,-72.44057907777777,41.4719,17.92500,10,2024,-210429.288
-41.24887295833334,-72.44057575555556,41.4612,17.92514,10,2024,-210429.430
-41.24888074722223,-72.44057215833334,41.4894,17.92528,10,2024,-210429.344
-41.24888865555556,-72.44056865555557,41.4831,17.92542,10,2024,-210429.411
-41.24889655277777,-72.44056520833334,41.4922,17.92556,10,2024,-210429.597
-41.24890433888889,-72.44056174166667,41.4703,17.92569,10,2024,-210430.027
-41.24891196944446,-72.44055830555556,41.4939,17.92583,10,2024,-210430.361
-41.248919719444444,-72.44055479166668,41.4853,17.92597,10,2024,-210430.703
-41.248927658333336,-72.44055145833333,41.4832,17.92611,10,2024,-210430.857
-41.248935475,-72.44054808611111,41.4759,17.92625,10,2024,-210431.098
-41.24894318055556,-72.44054478333335,41.4765,17.92639,10,2024,-210431.267
-41.248950863888886,-72.44054147777778,41.4895,17.92653,10,2024,-210431.377
-41.24895883333333,-72.44053804444445,41.4925,17.92667,10,2024,-210431.640
-41.248966966666664,-72.44053449444446,41.4897,17.92681,10,2024,-210431.874
-41.24897501111111,-72.44053067777779,41.4835,17.92694,10,2024,-210432.025
-41.24898294722223,-72.44052694166668,41.4859,17.92708,10,2024,-210432.094
-41.248990705555556,-72.44052323611113,41.5006,17.92722,10,2024,-210432.090
-41.248998405555554,-72.44051939166665,41.4919,17.92736,10,2024,-210432.191
-41.249006022222225,-72.44051561388889,41.4901,17.92750,10,2024,-210432.185
-41.249013572222225,-72.44051163888889,41.4913,17.92764,10,2024,-210432.358
-41.24902105,-72.44050775833334,41.4943,17.92778,10,2024,-210432.409
-41.24902817777779,-72.44050406111111,41.4844,17.92792,10,2024,-210432.361
-41.24903532500001,-72.44050047777777,41.4856,17.92806,10,2024,-210432.346
-41.24904260555556,-72.44049677222222,41.5056,17.92819,10,2024,-210432.133
-41.24904992500001,-72.44049328611112,41.5054,17.92833,10,2024,-210431.946
-41.24905723611112,-72.44048988888889,41.5029,17.92847,10,2024,-210431.722
-41.249064391666664,-72.44048678055556,41.5086,17.92861,10,2024,-210431.470
-41.249071530555554,-72.44048342777776,41.4853,17.92875,10,2024,-210431.149
-41.24907888055556,-72.44048014722223,41.5056,17.92889,10,2024,-210430.494
-41.24908625,-72.44047667222222,41.4887,17.92903,10,2024,-210430.030
-41.24909370833335,-72.44047330277779,41.4827,17.92917,10,2024,-210429.493
-41.2491008888889,-72.44047003611112,41.4839,17.92931,10,2024,-210429.058
-41.249107925000004,-72.44046674444445,41.4957,17.92944,10,2024,-210428.654
-41.24911518055556,-72.44046347777778,41.4943,17.92958,10,2024,-210428.134
-41.249122588888895,-72.44046030833334,41.5034,17.92972,10,2024,-210427.562
-41.249130025,-72.44045694166667,41.5014,17.92986,10,2024,-210427.119
-41.249137419444445,-72.4404538388889,41.4812,17.93000,10,2024,-210426.787
-41.24914455555556,-72.44045055833334,41.4776,17.93014,10,2024,-210426.392
-41.24915167500001,-72.44044741666667,41.4859,17.93028,10,2024,-210425.875
-41.24915870277778,-72.44044453611112,41.4771,17.93042,10,2024,-210425.412
-41.249165672222226,-72.44044163055557,41.4804,17.93056,10,2024,-210425.099
-41.249172525,-72.44043862777778,41.4919,17.93069,10,2024,-210424.753
-41.24917950000001,-72.44043558611114,41.4927,17.93083,10,2024,-210424.417
-41.24918641666667,-72.44043260555554,41.4967,17.93097,10,2024,-210423.944
-41.249193313888895,-72.440429525,41.4976,17.93111,10,2024,-210423.368
-41.24920013888888,-72.44042657777779,41.4783,17.93125,10,2024,-210422.817
-41.249206775000005,-72.44042356944445,41.4781,17.93139,10,2024,-210422.163
-41.249213269444446,-72.44042059444445,41.4866,17.93153,10,2024,-210421.355
-41.249219925,-72.44041762222224,41.4831,17.93167,10,2024,-210420.605
-41.24922671111111,-72.44041479722223,41.4776,17.93181,10,2024,-210420.011
-41.24923357777779,-72.44041174444443,41.4798,17.93194,10,2024,-210419.323
-41.249240597222226,-72.4404088111111,41.4769,17.93208,10,2024,-210418.731
-41.24924743888889,-72.44040588333333,41.4705,17.93222,10,2024,-210418.258
-41.249254125,-72.44040293333333,41.4856,17.93236,10,2024,-210417.755
-41.249260972222224,-72.44039993055557,41.4845,17.93250,10,2024,-210417.326
-41.24926794166667,-72.44039688055554,41.4836,17.93264,10,2024,-210416.965
-41.249275019444454,-72.44039396666669,41.4737,17.93278,10,2024,-210416.612
-41.24928204722222,-72.44039096111113,41.4591,17.93292,10,2024,-210416.370
-41.24928886111112,-72.44038805000002,41.4773,17.93306,10,2024,-210415.930
-41.24929578888889,-72.44038508333334,41.4746,17.93319,10,2024,-210415.469
-41.24930274444444,-72.44038205833334,41.4703,17.93333,10,2024,-210415.118
-41.24930966388889,-72.44037880277777,41.4625,17.93347,10,2024,-210414.948
-41.249316738888886,-72.44037561388889,41.4666,17.93361,10,2024,-210414.736
-41.249323555555556,-72.44037234722222,41.4598,17.93375,10,2024,-210414.486
-41.24933033055556,-72.44036920555556,41.4614,17.93389,10,2024,-210414.132
-41.249337286111114,-72.4403662388889,41.4513,17.93403,10,2024,-210413.853
-41.24934413333333,-72.44036311388889,41.4813,17.93417,10,2024,-210413.409
-41.249351105555554,-72.44036020277778,41.4614,17.93431,10,2024,-210413.193
-41.249357997222226,-72.44035745833334,41.4499,17.93444,10,2024,-210412.947
-41.24936465277777,-72.44035477222222,41.4562,17.93458,10,2024,-210412.646
-41.24937127500001,-72.44035219166669,41.4505,17.93472,10,2024,-210412.340
-41.24937780277778,-72.44034950555556,41.4618,17.93486,10,2024,-210411.958
-41.24938451388889,-72.44034685555556,41.4534,17.93500,10,2024,-210411.680
-41.249391375,-72.44034408055556,41.4595,17.93514,10,2024,-210411.343
-41.24939828888889,-72.4403410416667,41.4509,17.93528,10,2024,-210411.109
-41.24940508333334,-72.44033819722225,41.4642,17.93542,10,2024,-210410.709
-41.249411816666665,-72.44033532777779,41.4526,17.93556,10,2024,-210410.304
-41.24941870833335,-72.44033239722222,41.4689,17.93569,10,2024,-210409.789
-41.249425824999996,-72.44032949166667,41.4534,17.93583,10,2024,-210409.372
-41.24943295833334,-72.44032658888888,41.4421,17.93597,10,2024,-210409.119
-41.249440086111115,-72.44032361944446,41.454,17.93611,10,2024,-210408.810
-41.249447030555565,-72.44032087777778,41.4485,17.93625,10,2024,-210408.722
-41.24945419722222,-72.44031809166668,41.4511,17.93639,10,2024,-210408.468
-41.24946165833333,-72.44031538888889,41.4486,17.93653,10,2024,-210408.184
-41.249469041666664,-72.44031263333335,41.4317,17.93667,10,2024,-210407.908
-41.24947642222222,-72.44031003333333,41.454,17.93681,10,2024,-210407.533
-41.249483641666664,-72.44030747222224,41.4499,17.93694,10,2024,-210407.331
-41.24949095833334,-72.44030512777779,41.4352,17.93708,10,2024,-210407.100
-41.24949846666666,-72.44030273055556,41.4375,17.93722,10,2024,-210406.742
-41.24950606666667,-72.44030027777778,41.4388,17.93736,10,2024,-210406.529
-41.24951375277779,-72.44029787222223,41.444,17.93750,10,2024,-210406.415
-41.24952132222222,-72.44029545277778,41.4409,17.93764,10,2024,-210406.396
-41.249528761111115,-72.44029310555555,41.4483,17.93778,10,2024,-210406.225
-41.24953636944444,-72.44029061944445,41.4438,17.93792,10,2024,-210406.000
-41.24954404166667,-72.44028803055556,41.4492,17.93806,10,2024,-210405.800
-41.249551736111115,-72.4402852361111,41.4341,17.93819,10,2024,-210405.551
-41.249559466666675,-72.44028239722222,41.452,17.93833,10,2024,-210405.130
-41.24956704444445,-72.4402795638889,41.4607,17.93847,10,2024,-210404.722
-41.24957447777778,-72.44027661111113,41.4549,17.93861,10,2024,-210404.410
-41.249582044444445,-72.44027354722222,41.4578,17.93875,10,2024,-210403.977
-41.249589500000006,-72.44027050833334,41.4496,17.93889,10,2024,-210403.597
-41.249597200000004,-72.44026743611111,41.4749,17.93903,10,2024,-210403.235
-41.249604822222224,-72.44026429444445,41.4618,17.93917,10,2024,-210402.924
-41.24961211666667,-72.44026113888889,41.4592,17.93931,10,2024,-210402.663
-41.24961948055556,-72.44025802222221,41.443,17.93944,10,2024,-210402.394
-41.24962708611112,-72.44025493333334,41.4574,17.93958,10,2024,-210402.099
-41.24963468055556,-72.44025180833334,41.4566,17.93972,10,2024,-210401.903
-41.249642344444446,-72.44024862500001,41.4528,17.93986,10,2024,-210401.763
-41.24964992777778,-72.4402455361111,41.4443,17.94000,10,2024,-210401.450
-41.24965738055556,-72.44024241944444,41.4535,17.94014,10,2024,-210401.086
-41.24966476111111,-72.44023936111111,41.4549,17.94028,10,2024,-210400.621
-41.24967233611111,-72.44023614444447,41.4673,17.94042,10,2024,-210400.181
-41.24967996388889,-72.44023286666668,41.4551,17.94056,10,2024,-210400.070
-41.24968762499999,-72.44022956388892,41.4723,17.94069,10,2024,-210400.009
-41.24969524722222,-72.44022606388889,41.4562,17.94083,10,2024,-210399.912
-41.24970264722222,-72.44022265555556,41.4679,17.94097,10,2024,-210399.629
-41.24970993611111,-72.44021918333335,41.4738,17.94111,10,2024,-210399.652
-41.24971715555556,-72.44021585833332,41.4667,17.94125,10,2024,-210399.606
-41.24972446111112,-72.44021240277777,41.4597,17.94139,10,2024,-210399.463
-41.249731894444444,-72.44020910555557,41.4618,17.94153,10,2024,-210399.172
-41.24973936944445,-72.44020573055556,41.4557,17.94167,10,2024,-210399.088
-41.24974662777779,-72.44020247499999,41.4581,17.94181,10,2024,-210398.971
-41.249753836111125,-72.44019924444446,41.4668,17.94194,10,2024,-210398.796
-41.249761172222215,-72.4401959,41.4543,17.94208,10,2024,-210398.496
-41.24976861666667,-72.44019251944445,41.4637,17.94222,10,2024,-210398.259
-41.24977611388889,-72.44018898333334,41.4632,17.94236,10,2024,-210397.960
-41.249783469444445,-72.44018536111112,41.4681,17.94250,10,2024,-210397.755
-41.24979078333333,-72.44018205555555,41.4651,17.94264,10,2024,-210397.689
-41.24979806111113,-72.44017886666667,41.4624,17.94278,10,2024,-210397.434
-41.24980513333333,-72.44017549722223,41.4716,17.94292,10,2024,-210397.178
-41.24981226111111,-72.44017217222222,41.4713,17.94306,10,2024,-210397.009
-41.24981930833334,-72.44016895555556,41.4653,17.94319,10,2024,-210396.761
-41.2498262388889,-72.44016579722224,41.4488,17.94333,10,2024,-210396.514
-41.249833172222225,-72.44016269722222,41.4426,17.94347,10,2024,-210396.380
-41.24984002777778,-72.44015959166667,41.4609,17.94361,10,2024,-210396.160
-41.2498469,-72.44015653055556,41.4762,17.94375,10,2024,-210395.945
-41.249853702777784,-72.44015352499999,41.4841,17.94389,10,2024,-210395.755
-41.24986035277777,-72.4401505888889,41.4765,17.94403,10,2024,-210395.655
-41.24986700555556,-72.4401476638889,41.4776,17.94417,10,2024,-210395.497
-41.24987360555555,-72.44014468611111,41.4611,17.94431,10,2024,-210395.287
-41.249880161111115,-72.44014180277779,41.4562,17.94444,10,2024,-210395.127
-41.24988664166668,-72.44013887777778,41.4592,17.94458,10,2024,-210394.868
-41.249893227777775,-72.44013581944446,41.4559,17.94472,10,2024,-210394.717
-41.24989996111111,-72.4401326138889,41.455,17.94486,10,2024,-210394.639
-41.249906619444445,-72.44012935555556,41.4494,17.94500,10,2024,-210394.361
-41.249913219444444,-72.44012622499999,41.4594,17.94514,10,2024,-210393.848
-41.24991975555556,-72.44012295833335,41.4476,17.94528,10,2024,-210393.596
-41.24992618333334,-72.44011957777778,41.4575,17.94542,10,2024,-210393.320
-41.24993269166666,-72.44011611388889,41.4601,17.94556,10,2024,-210393.116
-41.249939233333336,-72.44011246944444,41.4545,17.94569,10,2024,-210392.914
-41.24994561111111,-72.44010881944445,41.447,17.94583,10,2024,-210392.814
-41.249951966666664,-72.44010524166667,41.4497,17.94597,10,2024,-210392.633
-41.24995830833333,-72.44010151388889,41.4409,17.94611,10,2024,-210392.548
-41.24996455000001,-72.44009770555556,41.4572,17.94625,10,2024,-210392.419
-41.249970994444446,-72.44009401111111,41.453,17.94639,10,2024,-210392.241
-41.249977505555556,-72.44009018888889,41.4537,17.94653,10,2024,-210392.056
-41.249984194444444,-72.440086375,41.4552,17.94667,10,2024,-210391.940
-41.24999074166666,-72.44008272500001,41.4508,17.94681,10,2024,-210391.767
-41.24999705277778,-72.4400790638889,41.4577,17.94694,10,2024,-210391.497
-41.250003441666664,-72.44007530555555,41.4588,17.94708,10,2024,-210391.408
-41.25000993055556,-72.44007138888891,41.469,17.94722,10,2024,-210391.341
-41.25001646111111,-72.44006735277779,41.4564,17.94736,10,2024,-210391.292
-41.25002302499999,-72.44006339722223,41.4535,17.94750,10,2024,-210391.287
-41.25002966666667,-72.44005936944446,41.4559,17.94764,10,2024,-210391.153
-41.250036225,-72.44005529722223,41.4484,17.94778,10,2024,-210390.991
-41.25004280277778,-72.44005148611112,41.4518,17.94792,10,2024,-210390.855
-41.25004916388889,-72.44004765833334,41.4485,17.94806,10,2024,-210390.754
-41.2500555888889,-72.44004379444445,41.4527,17.94819,10,2024,-210390.656
-41.250061852777776,-72.44003982222222,41.441,17.94833,10,2024,-210390.698
-41.25006821666667,-72.44003595277778,41.4477,17.94847,10,2024,-210390.434
-41.250074427777776,-72.44003206944443,41.4567,17.94861,10,2024,-210390.278
-41.25008075555557,-72.44002834166668,41.4633,17.94875,10,2024,-210390.034
-41.25008685277778,-72.44002455555555,41.4636,17.94889,10,2024,-210389.776
-41.25009295277778,-72.44002079444445,41.4638,17.94903,10,2024,-210389.586
-41.25009905277778,-72.440016925,41.4627,17.94917,10,2024,-210389.325
-41.25010509722223,-72.4400130111111,41.4626,17.94931,10,2024,-210389.093
-41.250111108333336,-72.44000911944445,41.4614,17.94944,10,2024,-210388.984
-41.250117027777776,-72.44000530000001,41.4667,17.94958,10,2024,-210388.881
-41.250122886111114,-72.44000138611112,41.4655,17.94972,10,2024,-210388.805
-41.25012871388889,-72.43999746111112,41.4642,17.94986,10,2024,-210388.784
-41.25013453333333,-72.43999350833333,41.463,17.95000,10,2024,-210388.705
-41.25014044722222,-72.43998941111111,41.4586,17.95014,10,2024,-210388.670
-41.25014620277778,-72.43998536388891,41.4581,17.95028,10,2024,-210388.609
-41.250151919444434,-72.43998133333332,41.4592,17.95042,10,2024,-210388.492
-41.250157566666665,-72.4399773388889,41.4591,17.95056,10,2024,-210388.330
-41.25016321111111,-72.439973225,41.453,17.95069,10,2024,-210388.304
-41.250168875,-72.43996912777779,41.4704,17.95083,10,2024,-210388.212
-41.250174425000004,-72.43996508055555,41.4659,17.95097,10,2024,-210388.166
-41.25017986388889,-72.4399609388889,41.4635,17.95111,10,2024,-210388.206
-41.250185394444436,-72.43995677222223,41.4635,17.95125,10,2024,-210388.044
-41.250190780555556,-72.43995263611112,41.4536,17.95139,10,2024,-210387.894
-41.25019619722223,-72.43994849166667,41.4532,17.95153,10,2024,-210387.729
-41.25020152222222,-72.43994425000001,41.455,17.95167,10,2024,-210387.531
-41.250206825,-72.43993997777778,41.4582,17.95181,10,2024,-210387.368
-41.25021209166667,-72.43993564722223,41.4605,17.95194,10,2024,-210387.262
-41.25021729722222,-72.43993131111111,41.4516,17.95208,10,2024,-210387.110
-41.250222522222224,-72.43992695555555,41.4473,17.95222,10,2024,-210387.158
-41.25022770555555,-72.4399226,41.4445,17.95236,10,2024,-210387.101
-41.250232841666666,-72.43991820833332,41.4478,17.95250,10,2024,-210386.921
-41.250237858333335,-72.43991371666667,41.4454,17.95264,10,2024,-210386.814
-41.25024281666666,-72.43990930833334,41.4441,17.95278,10,2024,-210386.719
-41.250247805555546,-72.43990480000001,41.4577,17.95292,10,2024,-210386.654
-41.25025266666667,-72.43990029722222,41.4537,17.95306,10,2024,-210386.646
-41.250257544444445,-72.43989581944444,41.4528,17.95319,10,2024,-210386.577
-41.25026235833333,-72.4398913138889,41.4452,17.95333,10,2024,-210386.608
-41.25026710277778,-72.43988676944444,41.4475,17.95347,10,2024,-210386.675
-41.25027179444444,-72.43988229444444,41.4473,17.95361,10,2024,-210386.829
-41.250276472222225,-72.43987776944445,41.4519,17.95375,10,2024,-210386.908
-41.25028113611112,-72.43987318611111,41.4525,17.95389,10,2024,-210386.822
-41.25028578055556,-72.43986881666667,41.4596,17.95403,10,2024,-210386.552
-41.25029027222222,-72.43986410555556,41.4558,17.95417,10,2024,-210386.426
-41.250294897222226,-72.43985920555556,41.4591,17.95431,10,2024,-210386.154
-41.25029938611111,-72.43985450277778,41.461,17.95444,10,2024,-210385.970
-41.25030385,-72.43984977222223,41.4638,17.95458,10,2024,-210385.880
-41.25030837222222,-72.43984506111113,41.4633,17.95472,10,2024,-210385.826
-41.25031273611112,-72.43984030555555,41.4696,17.95486,10,2024,-210385.870
-41.250317091666666,-72.43983550555558,41.4656,17.95500,10,2024,-210385.991
-41.250321541666665,-72.43983079444445,41.4595,17.95514,10,2024,-210386.232
-41.25032588333333,-72.43982605833334,41.4616,17.95528,10,2024,-210386.340
-41.250330319444444,-72.43982135833333,41.4565,17.95542,10,2024,-210386.476
-41.25033469444444,-72.43981672500001,41.4576,17.95556,10,2024,-210386.590
-41.25033899722222,-72.43981209166667,41.4605,17.95569,10,2024,-210386.684
-41.25034342222222,-72.43980748333334,41.4597,17.95583,10,2024,-210386.740
-41.250347677777775,-72.43980271388891,41.4516,17.95597,10,2024,-210386.836
-41.250352033333336,-72.43979796944444,41.4492,17.95611,10,2024,-210386.687
-41.250356494444446,-72.43979335555557,41.4551,17.95625,10,2024,-210386.555
-41.25036092777778,-72.43978883611112,41.4436,17.95639,10,2024,-210386.601
-41.25036535,-72.43978438333333,41.4404,17.95653,10,2024,-210386.635
-41.25036977777778,-72.43977992777779,41.4515,17.95667,10,2024,-210386.646
-41.25037413333333,-72.43977533611111,41.4546,17.95681,10,2024,-210386.719
-41.25037836666666,-72.43977066111111,41.445,17.95694,10,2024,-210386.736
-41.250382538888886,-72.43976620277779,41.441,17.95708,10,2024,-210386.741
-41.250386766666665,-72.43976166111112,41.4392,17.95722,10,2024,-210386.895
-41.250391072222214,-72.43975732777778,41.4407,17.95736,10,2024,-210386.912
-41.25039520833333,-72.43975275555556,41.4379,17.95750,10,2024,-210386.919
-41.25039925555556,-72.43974826944446,41.4389,17.95764,10,2024,-210386.969
-41.25040337222222,-72.43974389722223,41.4389,17.95778,10,2024,-210386.975
-41.25040732777778,-72.43973940000001,41.4333,17.95792,10,2024,-210386.999
-41.25041126111111,-72.43973503611113,41.4298,17.95806,10,2024,-210386.788
-41.250415269444446,-72.43973065555556,41.4392,17.95819,10,2024,-210386.580
-41.25041929166667,-72.43972627222223,41.4334,17.95833,10,2024,-210386.367
-41.250423366666666,-72.43972195833334,41.4287,17.95847,10,2024,-210386.173
-41.25042743611112,-72.43971760555557,41.4366,17.95861,10,2024,-210386.056
-41.250431525,-72.43971325833334,41.4444,17.95875,10,2024,-210385.938
-41.25043572777778,-72.4397089361111,41.443,17.95889,10,2024,-210385.735
-41.25043986666666,-72.43970444166668,41.4435,17.95903,10,2024,-210385.529
-41.25044386666667,-72.439700125,41.4472,17.95917,10,2024,-210385.450
-41.250447997222224,-72.4396957888889,41.4552,17.95931,10,2024,-210385.085
-41.25045206944444,-72.43969143333334,41.4527,17.95944,10,2024,-210384.899
-41.25045619722222,-72.43968712777779,41.4446,17.95958,10,2024,-210384.623
-41.25046021388889,-72.43968262222222,41.441,17.95972,10,2024,-210384.497
-41.250464030555555,-72.43967831388889,41.4558,17.95986,10,2024,-210384.272
-41.250467916666665,-72.43967406666667,41.4526,17.96000,10,2024,-210384.169
-41.25047177222222,-72.43966967500002,41.4521,17.96014,10,2024,-210383.965
-41.25047558888889,-72.43966529444445,41.4597,17.96028,10,2024,-210383.747
-41.25047938333334,-72.43966082777779,41.4573,17.96042,10,2024,-210383.657
-41.25048323055555,-72.4396563388889,41.4633,17.96056,10,2024,-210383.491
-41.250487013888886,-72.43965163055557,41.452,17.96069,10,2024,-210383.361
-41.25049082499999,-72.43964713333334,41.4592,17.96083,10,2024,-210383.454
-41.25049446666666,-72.43964238333335,41.464,17.96097,10,2024,-210383.580
-41.25049793888889,-72.43963770555555,41.4445,17.96111,10,2024,-210383.629
-41.250501352777775,-72.43963309444445,41.4395,17.96125,10,2024,-210383.451
-41.25050474722222,-72.43962829444445,41.4469,17.96139,10,2024,-210383.268
-41.25050813055556,-72.43962347777779,41.4636,17.96153,10,2024,-210383.165
-41.250511375,-72.43961858888888,41.4608,17.96167,10,2024,-210383.216
-41.250514997222226,-72.43961388333334,41.47,17.96181,10,2024,-210383.279
-41.25051829722222,-72.43960879166669,41.4571,17.96194,10,2024,-210383.692
-41.25052161944444,-72.43960360555559,41.4729,17.96208,10,2024,-210383.474
-41.25052490833333,-72.43959816111112,41.4361,17.96222,10,2024,-210383.335
-41.25052799166667,-72.439592675,41.4169,17.96236,10,2024,-210383.095
-41.25053131388889,-72.43958720555555,41.4302,17.96250,10,2024,-210382.495
-41.2505346,-72.4395817,41.4245,17.96264,10,2024,-210382.010
-41.25053781666667,-72.43957599722224,41.4354,17.96278,10,2024,-210381.522
-41.25054103611111,-72.43957007222224,41.4305,17.96292,10,2024,-210381.206
-41.250544386111116,-72.4395642638889,41.4298,17.96306,10,2024,-210381.092
-41.25054780555556,-72.4395583,41.4212,17.96319,10,2024,-210380.766
-41.25055122222222,-72.4395523,41.4229,17.96333,10,2024,-210380.575
-41.25055463611111,-72.43954629166669,41.4245,17.96347,10,2024,-210380.336
-41.25055801111111,-72.43954012777778,41.4207,17.96361,10,2024,-210380.153
-41.25056143055556,-72.43953411666666,41.4359,17.96375,10,2024,-210380.101
-41.25056479166667,-72.43952780277777,41.4273,17.96389,10,2024,-210380.149
-41.25056821666667,-72.43952179722223,41.42,17.96403,10,2024,-210380.265
-41.25057192777778,-72.43951561944445,41.4401,17.96417,10,2024,-210380.235
-41.25057539444444,-72.43950945000002,41.417,17.96431,10,2024,-210380.426
-41.25057903888889,-72.43950355555555,41.4409,17.96444,10,2024,-210380.538
-41.25058270833333,-72.43949759444445,41.438,17.96458,10,2024,-210380.705
-41.25058647777778,-72.43949148888888,41.4317,17.96472,10,2024,-210381.049
-41.25059044166666,-72.43948545833334,41.4339,17.96486,10,2024,-210381.182
-41.2505943888889,-72.43947940833334,41.4243,17.96500,10,2024,-210381.265
-41.250598366666665,-72.439473275,41.4267,17.96514,10,2024,-210381.056
-41.25060246666666,-72.43946713888889,41.4245,17.96528,10,2024,-210380.933
-41.25060651388888,-72.43946100833335,41.4369,17.96542,10,2024,-210380.856
-41.2506106888889,-72.43945478611111,41.4334,17.96556,10,2024,-210381.060
-41.250614947222225,-72.43944835833335,41.4355,17.96569,10,2024,-210381.149
-41.25061923888889,-72.43944191666665,41.4207,17.96583,10,2024,-210381.241
-41.25062353055556,-72.43943540555556,41.4209,17.96597,10,2024,-210381.392
-41.25062791944445,-72.43942882500001,41.4228,17.96611,10,2024,-210381.356
-41.25063227222222,-72.43942217500002,41.4239,17.96625,10,2024,-210381.410
-41.25063671666667,-72.43941557777778,41.4246,17.96639,10,2024,-210381.491
-41.25064118055555,-72.43940875555556,41.4198,17.96653,10,2024,-210381.635
-41.250645605555555,-72.43940188055556,41.4021,17.96667,10,2024,-210381.878
-41.25065000000001,-72.43939502500001,41.4043,17.96681,10,2024,-210381.946
-41.25065438333335,-72.43938796111111,41.3849,17.96694,10,2024,-210382.145
-41.25065880277778,-72.43938099166668,41.3813,17.96708,10,2024,-210382.263
-41.25066317222223,-72.43937399722222,41.3982,17.96722,10,2024,-210382.052
-41.25066753611111,-72.43936685833334,41.39,17.96736,10,2024,-210381.895
-41.25067188611111,-72.43935983611111,41.3929,17.96750,10,2024,-210381.661
-41.250676222222225,-72.4393527611111,41.3847,17.96764,10,2024,-210381.434
-41.250680405555556,-72.43934555555556,41.3858,17.96778,10,2024,-210381.325
-41.25068460833334,-72.43933838055555,41.3902,17.96792,10,2024,-210381.289
-41.25068858611111,-72.43933102222222,41.3822,17.96806,10,2024,-210381.214
-41.250692791666665,-72.43932379722224,41.3802,17.96819,10,2024,-210381.282
-41.25069670833334,-72.43931638333333,41.3925,17.96833,10,2024,-210381.413
-41.25070076388889,-72.43930905555555,41.382,17.96847,10,2024,-210381.683
-41.250704694444444,-72.43930146944444,41.3901,17.96861,10,2024,-210381.900
-41.250708675,-72.43929405833332,41.3895,17.96875,10,2024,-210382.190
-41.25071267222222,-72.43928651388889,41.3936,17.96889,10,2024,-210382.556
-41.25071662222222,-72.43927900555556,41.4011,17.96903,10,2024,-210382.949
-41.25072059722222,-72.43927140555556,41.3989,17.96917,10,2024,-210383.171
-41.250724544444445,-72.4392638638889,41.407,17.96931,10,2024,-210383.151
-41.2507285,-72.4392562,41.3982,17.96944,10,2024,-210383.113
-41.25073244722222,-72.43924849444444,41.4074,17.96958,10,2024,-210383.042
